Text Inputs : Specimen label,"Short Plate 6 T1"

Time,Extension,Load,Compressive extension,Compressive load,Segment ID,Total Cycle Count
(sec),(mm),(N),(mm),(N),,
0.00000,-0.02554,0.04036,0.00000,-0.04036,12835,0
0.00180,-0.02554,0.04190,0.00000,-0.04190,12835,0
0.00880,-0.02554,0.04534,0.00000,-0.04534,12835,0
0.05380,-0.02554,0.08473,0.00000,-0.08473,12835,0
0.10000,-0.02554,0.02612,0.00000,-0.02612,12835,0
0.15280,-0.02554,0.08292,0.00000,-0.08292,12835,0
0.16880,-0.02554,0.09127,0.00000,-0.09127,12835,0
0.20000,-0.02554,0.04462,0.00000,-0.04462,12835,0
0.20080,-0.02554,0.04300,0.00000,-0.04300,12835,0
0.20480,-0.02554,0.03987,0.00000,-0.03987,12835,0
0.23080,-0.02554,0.07227,0.00000,-0.07227,12835,0
0.23480,-0.02554,0.08127,0.00000,-0.08127,12835,0
0.27280,-0.02554,0.07498,0.00000,-0.07498,12835,0
0.29480,-0.02554,0.11550,0.00000,-0.11550,12835,0
0.30000,-0.02554,0.10791,0.00000,-0.10791,12835,0
0.40000,-0.02554,0.02116,0.00000,-0.02116,12835,0
0.56520,-0.02554,0.07918,0.00000,-0.07918,12835,0
0.57680,-0.02554,0.06300,0.00000,-0.06300,12835,0
0.60480,-0.02554,0.03186,0.00000,-0.03186,12835,0
0.61280,-0.02554,0.04657,0.00000,-0.04657,12835,0
0.66520,-0.02554,0.03257,0.00000,-0.03257,12835,0
0.69380,-0.02554,0.01901,0.00000,-0.01901,12835,0
0.72680,-0.02554,0.05097,0.00000,-0.05097,12835,0
0.76520,-0.02554,0.06570,0.00000,-0.06570,12835,0
0.80680,-0.02554,0.03643,0.00000,-0.03643,12835,0
0.81080,-0.02554,0.03908,0.00000,-0.03908,12835,0
0.86520,-0.02554,0.07910,0.00000,-0.07910,12835,0
0.88480,-0.02554,0.03239,0.00000,-0.03239,3220,0
0.91180,-0.02554,0.07472,0.00000,-0.07472,3220,0
0.95080,-0.02554,0.04110,0.00000,-0.04110,3220,0
0.95980,-0.02554,0.06249,0.00000,-0.06249,3220,0
0.96520,-0.02554,0.06313,0.00000,-0.06313,3220,0
0.97880,-0.02554,0.03896,0.00000,-0.03896,3220,0
1.01680,-0.02851,0.04954,0.00297,-0.04954,3220,0
1.03780,-0.03663,0.08339,0.01109,-0.08339,3220,0
1.05280,-0.04441,0.04384,0.01887,-0.04384,3220,0
1.06280,-0.04994,0.05626,0.02440,-0.05626,3220,0
1.06520,-0.05106,0.05775,0.02552,-0.05775,3220,0
1.12480,-0.08367,0.01263,0.05813,-0.01263,3220,0
1.13980,-0.09158,0.04676,0.06604,-0.04676,3220,0
1.14980,-0.09684,0.05161,0.07130,-0.05161,3220,0
1.16480,-0.10468,0.07487,0.07914,-0.07487,3220,0
1.16520,-0.10468,0.07487,0.07914,-0.07487,3220,0
1.17880,-0.11198,0.06366,0.08643,-0.06366,3220,0
1.18380,-0.11457,0.06460,0.08903,-0.06460,3220,0
1.23280,-0.13995,0.06588,0.11441,-0.06588,3220,0
1.23680,-0.14201,0.07029,0.11647,-0.07029,3220,0
1.26520,-0.15639,0.07390,0.13085,-0.07390,3220,0
1.28080,-0.16457,0.07536,0.13903,-0.07536,3220,0
1.28480,-0.16661,0.08255,0.14107,-0.08255,3220,0
1.36520,-0.20738,0.01918,0.18184,-0.01918,3220,0
1.40480,-0.22763,-0.23128,0.20209,0.23128,3220,0
1.46520,-0.25788,-0.71675,0.23234,0.71675,3220,0
1.46880,-0.25990,-0.75262,0.23435,0.75262,3220,0
1.54980,-0.30047,-1.29450,0.27493,1.29450,3220,0
1.56520,-0.30798,-1.42225,0.28244,1.42225,3220,0
1.60280,-0.32697,-1.74062,0.30143,1.74062,3220,0
1.66520,-0.35805,-2.18229,0.33251,2.18229,3220,0
1.68080,-0.36606,-2.29075,0.34052,2.29075,3220,0
1.75180,-0.40156,-2.83530,0.37602,2.83530,3220,0
1.76520,-0.40804,-2.93065,0.38250,2.93065,3220,0
1.81280,-0.43201,-3.26557,0.40647,3.26557,3220,0
1.86520,-0.45802,-3.61795,0.43247,3.61795,3220,0
1.89580,-0.47358,-3.82189,0.44804,3.82189,3220,0
1.94980,-0.50060,-4.17905,0.47505,4.17905,3220,0
1.96480,-0.50809,-4.29146,0.48255,4.29146,3220,0
1.96520,-0.50809,-4.29146,0.48255,4.29146,3220,0
1.97380,-0.51260,-4.33010,0.48706,4.33010,3220,0
2.04580,-0.54854,-4.85188,0.52300,4.85188,3220,0
2.06520,-0.55804,-4.97880,0.53250,4.97880,3220,0
2.11180,-0.58151,-5.26775,0.55596,5.26775,3220,0
2.16520,-0.60807,-5.63868,0.58253,5.63868,3220,0
2.16580,-0.60857,-5.64682,0.58303,5.64682,3220,0
2.17480,-0.61307,-5.71935,0.58753,5.71935,3220,0
2.18480,-0.61805,-5.77241,0.59251,5.77241,3220,0
2.25680,-0.65402,-6.33184,0.62848,6.33184,3220,0
2.26520,-0.65801,-6.37971,0.63247,6.37971,3220,0
2.31780,-0.68459,-6.74860,0.65905,6.74860,3220,0
2.32080,-0.68609,-6.76990,0.66055,6.76990,3220,0
2.36380,-0.71380,-7.17391,0.68825,7.17391,3220,0
2.36520,-0.71469,-7.18785,0.68915,7.18785,3220,0
2.40080,-0.75106,-7.75182,0.72552,7.75182,3220,0
2.41780,-0.76896,-8.03556,0.74342,8.03556,3220,0
2.46520,-0.81753,-8.73895,0.79199,8.73895,3220,0
2.46580,-0.81856,-8.75118,0.79302,8.75118,3220,0
2.50180,-0.85532,-9.22267,0.82978,9.22267,3220,0
2.53680,-0.89099,-9.73535,0.86545,9.73535,3220,0
2.56520,-0.91933,-10.10896,0.89379,10.10896,3220,0
2.56880,-0.92337,-10.15285,0.89783,10.15285,3220,0
2.61680,-0.97181,-10.76991,0.94627,10.76991,3220,0
2.64680,-1.00206,-11.14520,0.97652,11.14520,22476,0
2.66520,-1.02012,-11.39884,0.99458,11.39884,22476,0
2.68880,-1.04423,-11.70483,1.01869,11.70483,22476,0
2.74180,-1.09747,-12.34862,1.07193,12.34862,22476,0
2.76520,-1.12061,-12.57275,1.09507,12.57275,22476,0
